tx_index,tx_hash,block_index,source,sent,burned,earned
1430,4be7e646a1f03744865314a4088522447a135f64d9ccd777670e9c5485fe3cc4,339034,DLvZsLXbg8crE67KGHkpTfsGmc24MqMSFD,150000000000,150000000000,219111111
1431,17febdc19deb4520ddee06afdca0c9599c2c87223db1925f98e555b44e8c01a4,339035,DD9bKPeB8Xu6rhAyARF6gBkf6ti4HGSwSe,239086800000000,239086800000000,349241062125
1432,8d07122bf5e5901207b683ad172c805d6601c37726cd142a38efd9df126fb062,339035,D9M13aZWnC6iWRaWdsUniDAM4CTWkjxnsD,4800000000,4800000000,007011500
1433,9076613a48fc0b4fef39067d28a1f18afe72d95e6758c6a897a26b6873b7979b,339042,D8KtsnuhJPs1GtjJJxc6eK2XZXrWX3v1Lk,99800000000,99800000000,145772685
1434,d5aae8642862101483ce566f79c0d18a2dd4395df12672517632b9b1998ac519,339043,DNrywNpLnD697LHYJNLHxQr1FtWxahDZBb,39139900000000,39139900000000,57169169446
1435,42b72d1c2e9e372666bc515c8c165411f66c8e2c4802d34b1489a95f02595d34,339043,DJSbcC6jBRgoVUkkW8yXxwvxxPMq7RnLve,5000000000,5000000000,007303183
1436,230c85aad88eacdba1e6031ca18afc5bb76d9a44c5d93c000aef68d2be806e3f,339060,DT8Z5s9icSBB1k5ep7cvdfm48YNmzCRwpY,1399800000000,1399800000000,2044323653
1437,83800bc72c4864057a7c315cfca45156f80b7f72fe8b02a6ab36f4c0426b7f03,339064,DCXEzuGtnWC88FjkBa7LYRPDpvos28iWRL,200100000000,200100000000,292224743
1438,b40349a01fb1149d86845d79e23816aee93426b5ecac0638261e3c2b3f8b76e2,339072,DT8Z5s9icSBB1k5ep7cvdfm48YNmzCRwpY,9999900000000,9999900000000,14602863229
1439,8108d88ddebe89123a99678c1ce5df512e05a02b72a2e862b37e706eb7d6164f,339076,DKFPXJSRK6wjbWXgRGyD3VHJoXMqCjRCNL,4981081560000,4981081560000,7273647409
1440,87c0d6d86fbcc99223c3f3d6156cdbc4a69ace49362b1c6c40a16dccbdbf2f96,339076,D9W3GasJ5fs2MN5d6b55r8E1x34PJF8ue8,9999800000000,9999800000000,14602254245
1441,18ee505868d9e6685d388e1221ee69186da584a87bed057f7e5f576bcad1d77e,339082,DKFPXJSRK6wjbWXgRGyD3VHJoXMqCjRCNL,489900000000,489900000000,715344722
1442,312d09f0e027558ef9be8fbb23a97e307099b2505d7a944c2b25501dc6f76002,339083,D9W3GasJ5fs2MN5d6b55r8E1x34PJF8ue8,30499900000000,30499900000000,44535149122
1443,853917a699ea54b5c33ae8edc3aaace4100207b79be7b0f4727158d44941e5e9,339098,DJSbcC6jBRgoVUkkW8yXxwvxxPMq7RnLve,3700000000,3700000000,005402000
1444,378835d9abf25a500a46c09486a5bd2de1ae98d1d5a4b5d8ae584b0f57461493,339126,D8KtsnuhJPs1GtjJJxc6eK2XZXrWX3v1Lk,100000000000,100000000000,145967593
1445,3ad8b4f626657b10a885cceb817dd5f63c4afe676c277fc4884e5c2c6c5c4d87,339133,D7D76C4c9v5kQc1kms17dfVSY9eFpSvhvM,402112545372,402112545372,586921423
1446,2b08dd98df5efa7c9b68141d4c6c4106c7398f44e0c2b0036c21750741d64f6a,339143,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,127000000000,127000000000,185353854
1447,071d9644bb8c9543c72eaa2fe7aefe8be461f84ff075b7382b329dd5139ecfbf,339150,DQA6FhwG7oW2bwKReKjbKu2aCaw3KxUv4J,150000000000,150000000000,218909722
1448,39e8b0ba874d9c50ced43d208498bca5d008f7ddd7e03fe85df4f4e547c12742,339207,DKiQ9gF1Wx9RtHxd5NW6jxczn7jLFr1C6i,500000000000,500000000000,729369213
1449,79771cacb659a9c72abaa07243cf92312daa0df95718b284c27721891408a4bb,339222,DSadmKt5UbzAdshA1jzfhCpfmFfUX85GKb,999900000000,999900000000,1458418958
1450,0e2a874305580def57500d8895ba983e13efb808bc50e9b91c53cc78b687e134,339223,DDbmrJSTLnQCybiy88i7Uwg5mrpzpc6Fmm,200000000,200000000,000291711
1451,6c0f5a4560250bf939bdf6b7e4db03a022e690e18d29d7a152954a11b290eab9,339225,DJFNBMGndTSiEUPhpiQQ293WUx3CxQKUPY,2000000000000,2000000000000,2917060185
1452,cd6f5e9b7d88da69bf57b1d08a28005813b1578a9c1ad7365eea2e3b861f754d,339238,DNrywNpLnD697LHYJNLHxQr1FtWxahDZBb,350000000000,350000000000,510432870
1453,1ebe770daf412573e96e9cbb2ec4898a09a5a7c58a7e5b15c58618425aef4a7a,339238,D9HwDeEjXvwyeLaQkoZw9Nhy4KNxeAYztR,50042900000000,50042900000000,72981545968
1454,aabbbd294949f02ef75d58083398ef088da5cb946909eec210d1bb02d426d1f3,339238,D9RhqQ385NEqiH7MqPtZ9JSu8nU5CadqLX,53407624882239,53407624882239,77888592195
1455,3202bbd62915c71b4117670967750b399dd9f849709c01f6d3b57d902c0b4056,339248,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,321000000000,321000000000,468102708
1456,4247e7984aec6dddd923be7ef8fe4d7e207e0c89b518f45c937fd40e3e02d652,339274,DLtEDnB21dqF52FD3rRpQq3Zs1Jqr9gi9B,299600000000,299600000000,436805704
1457,0cc658df46672577cf630b8fad6782a08c98aa31ecf365ced9f6f900625050cd,339285,D7rrykFj73uec1WHZ5tMJkVgPAGXssQXwj,6900000000000,6900000000000,10059065972
1458,2f3655e71c7a5cc84a6ae858b2bbd379fba28338376d4e18e94827f3186c51d2,339289,DHMXevpFdu4hw21xfkfN85zNd58rqQp5CZ,199800000000,199800000000,291266312
1459,5b518e79221280f1b9526d0eb33acdef8087d9103fe06ee78d5b8e1b6176da79,339292,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,531000000000,531000000000,774067708
1460,7a29f94801d2d0defd0e61aee7bc5cfe92a55b3c2f284adc1ce7bbc84a7c0034,339307,DPSoTUJSxKqothdoc8CR9iZ9ip9PvJks1Z,10000000000,10000000000,014575810
1461,dd8035198e0c77d0a9dfdb2a20bf55ded7fadea2697380d3d30cee343b8211b3,339307,DRoXi3z8TCkmuSykY8pkSxdpe4wtkYFmkx,90000000000,90000000000,131182292
1462,9123f51e8d3eae6f8971e5cc0e9ab728be6b607b6fa5bddc3ec83b06e29dbb23,339310,DMYDvkD2QumZr9ViQcSwZipoBkbcdv7Btz,10000000000000,10000000000000,14575462963
1463,2b652b420f3c920b6ed2c82df4493b6abd2b3dc475ce1a9f56e23b8a607e296a,339326,DHeLh25UaSqy4CqWKf9nBuJkGNfT9Kp7oH,9200000000,9200000000,013407722
1464,1fca1d20b20137bd785fc898a856106f33d513dbdf7a14cf8986074a40017dcd,339326,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,131000000000,131000000000,190914306
1465,fe8fc40a48038602b6337d07f3bb6e43411534f81ada4c0d84d15bd5626be198,339331,DNa6H8WzHSYamEdQUCNMDY3VWpxDzdYxL1,14949900000000,14949900000000,21786537719
1466,b0970beb02f034a229120cc3b4f11c13e22fc16b45069911807b7ba78a6eff76,339344,DBEKh5QNKKL7uB67dzzkjShHzuQ1j71W6P,103000000000,103000000000,150086736
1467,a0dd2394917f507b85eaf755fc4cd8137ea0b1badd8044cd969874938ce97227,339347,DEFCy4qtfDdbGw2ixR3LsX1fkqgyLxzZ95,35000000000,35000000000,050999132
1468,cc868e3b36b47b2847b5fc57739a9631942433388d8e86d0e3f5a77cc49d0294,339363,DGzFb85CzenSkB7y1FyNEjopH1Zf3ecM8T,22000000000000,22000000000000,32052523148
1469,b88dcd49ed84def3df77d350018cd92b3c31e859571559f0353de2c655b83251,339364,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,461000000000,461000000000,671640718
1470,8b047a3e013c25643ed6e037dce55754be7688d05c0246bf1b14c76286f2909b,339370,DJddr3TfPxKS4ZLFyAhcaGjWUGChVjC7k4,8999800000000,8999800000000,13111375296
1471,e20f60b6bd96daccc5c36c5853cb1afd9d8bb414b2512ec1af47a871d4ee7531,339370,D9kKoGVFoAii3dhykkgkN1VkFfC4JRGmdX,55000000000,55000000000,080126852
1472,e9bfb03c9b982d478eff94b7c96f29c8934883946705698d765c4e18a720438a,339397,DQNqhjhrY981byYhk2w9xJfEKPaiK7RtJM,55000000000,55000000000,080109664
1473,2665c1ee9c9c436c2a0a8e7786bef3bad8a4431d8871bb066359ac885b980a13,339408,DBmcnS1Yc85vThaeGX1GWca9mNpFwmRggh,100000000000,100000000000,145641204
1474,5d8f9c9e3188989a2dbf3d430f7cb5387324065e1d61b7616b4312c4b5e8ea0c,339409,D5aqfBcJbHJoSUz6EMN12S6WvPE2birxkJ,500000000000000,500000000000000,728200231481
1475,d6cf24f3eb6b498258e1c0f4bebdcd0a651de541d85b390e31bdf65aa7af795a,339412,DEQy1BXQEsMKkTSkr7CTmUMtcFefTirhV8,100000000000000,100000000000000,145636574074
1476,fe2ae9f48c8db226e052391eecd67ad36a28a64b107586a93a8924f595dcd532,339421,DMKFFKBxtsJuzwhj2A9VFaiC7YkumqPmem,200000000000000,200000000000000,291252314815
1477,3f14c2008becf5fe4162b1a7eef1608c8afc0f36666e9cfe7b54823d01bb9240,339428,DF5kruN68cpqJCD31vbwo81K5vntUJ7aYs,10009800000000,10009800000000,14576076125
1478,f4c6a5b0189dd4dc86a54ebdb169c733319b329e452b79c15f73186d1c81d827,339433,DKS27K7w1trFpSYFU2kLaWPjDKfHF7guC1,50000000000000,50000000000000,72806134259
1479,ad58073e02570741b59cef1b28e1ed1deb6bc1090a42fe96eb2988e61b0c9092,339434,DUFpoM9L7ShYiEuXHNB4ws8WSgQKxCvjJm,55000000000,55000000000,080086111
1480,b2d60add514a52695154a5df3a87eaa9bc512dfc5121b576a3d8bc2ca0c68e2e,339449,DFgSYhhbQ5BWTwaS4iDRoWsgrvoDKtZJNT,100000000000,100000000000,145593750
1481,6dfa73e0a928be37fc11743bbc930911d9d77f9a56547ea99b102d4e5710f901,339467,DRZVrCdyEQExceGrU3nre3FMv8R7mb9XG3,2499800000000,2499800000000,3639031771
1482,eacc7920ba374660faecbe681a2650433e9b0bd6a2dd51d705d861f2c2d4fec4,339467,DN4DrDUBHMmdu9nLSncGYW65BwKSWEwXqS,4800000000,4800000000,006987500
1483,ac2a06921875e7be12d03c79f3b873d8016b7091a19b654d7c1714634c6b8c6e,339483,DNa6H8WzHSYamEdQUCNMDY3VWpxDzdYxL1,4994400000000,4994400000000,7269568861
1484,dce98ba9016468f589217fb9932094c8449ccc62b04ea0aec4d4c260bd689019,339491,DJZ3j8TS5YKvNr3jmGasDkUbgBgJUef6LZ,55000000000,55000000000,080049826
1485,86c552b72c64d8f9177f6a74b9e8d91d84bf5ba45aa6e0d516c70bc080c09ada,339528,DFFJ5Eh2QQbDgnuUxRcrKszmyvs6r4RD7U,5000000000000,5000000000000,7275115741
1486,32b046d8b3d351bd37b2320f097eb3195a39a91f1c1ec6c4b21f5104b75bfbad,339554,DMhC89VWq5k9MrsYgPH4Kvo8AygVpewCN8,200500000000,200500000000,291671806
1487,64a6ccc574e88aa41221603bbd30d21a62baaf94fc89cb66528762bce654c6c1,339631,DMhC89VWq5k9MrsYgPH4Kvo8AygVpewCN8,6999700000000,6999700000000,10176380980
1488,50d9bab271b072fb0e22d43f4ebaeb5218c1db1bf6d249b3aeb24dae032cdb71,339634,DTeErHzXSiZjTdyhctcksz4bEACu4AS9gd,90000000000,90000000000,130841667
1489,0adc249d6c25e7f8bce028c8120b9b9c0c63c4a37534eccd9a3c2f6d50b1d46c,339642,D8PStM8omnq7bCcAZPtKZebcfsehX9Z7z3,499800000000,499800000000,726561111
1490,4b8b17b8c76af4b093e188c0db70328136d2b42ef0fd5ebe77f0adcf2fb753a2,339644,DKQT6UdG4JJhsi41X8KfB52mSMjpk7ZUFe,305100000000,305100000000,443517938
1491,b2b930b64f2721fa82a598c56953bb92342895a0205992665a3b42b439c55601,339645,DGXcCfU6uuCJGENMapjGqkEqXgrgscVCHb,1000000000000,1000000000000,1453668981
1492,ecd8d1a70d9f871191e4fb90df88123f0c1a1385a097ac1cb95ae9bd10da68ad,339646,DGXcCfU6uuCJGENMapjGqkEqXgrgscVCHb,1000000000000,1000000000000,1453657407
1493,28753eb6d0e65681fe8831a12ea0049a1a9071d415bc868d4c6004147587def8,339646,DGXcCfU6uuCJGENMapjGqkEqXgrgscVCHb,1000000000000,1000000000000,1453657407
1494,9d6078d5d612b2946dcd63ae9cf5793c002bbfc0bfad13b0158b9accdf33111f,339646,DGXcCfU6uuCJGENMapjGqkEqXgrgscVCHb,1000000000000,1000000000000,1453657407
1495,b43ecfa7394d111123866cf2f7d6ac7ff8f54dab4c8caa5b9980e3f7cae76ce6,339648,D7WyZKaQhqBVE6ARvjZFTr9Gi9oxznmn2D,100000000000,100000000000,145363426
1496,69d7a2ee68cef44d65562d274ad4e1ddf1670f2367cec8a929a59ae52a5ce923,339654,DCdYsuUTEX4az6EjMDykxvPH54cAPhRSLY,100000000000,100000000000,145356481
1497,1e8fb25395fd55b9794235a6757e14c41d29b8cf37fa99c20543c5178e68deee,339662,DFCjFnc2C6zbcDmooETGXWZLSjhLtr8aNn,559401011,559401011,000813074
1498,ad7dfa6cf9de704883985bc5b84c423ac45b042a03d7fb7b9ef04e03fdacdbb7,339667,D8uGsZggSDwyRNuFkizrrVDsooeegu3gEp,998000000000,998000000000,1450507523
1499,41546a4fad3aa1c08c63d28d70049df04d174dcf965f3dcf59dc67a6ac5221a3,339684,DThoN3JU849jpDouQgkdtNve7nf9UzbBpg,69021973070,69021973070,100303946
1500,bbadab1c8fef849c01782bd104b6d868174d4a157fd07ad663aee180471f02de,339688,D6E73a7Nx8DUBJNHDWtRPGcq5hQM6MbzZY,199800000000,199800000000,290343625
1501,bbde6481cda4b34ab7840fae7cae0d708343845856100016c638f21bdddf8a8a,339696,DAvasKP7LndupyeqLJ9agaFxRvo9aFrue5,103816203800,103816203800,150853115
1502,e9d815ce7ad080daaeb30b2edad51242e3e5daa8b042b6006387d90250993f55,339703,DSyaNpEp61GVqfVWfEASmUkQ4MyJ3v4tYV,6860900000000,6860900000000,9968871818
1503,4258c38e764b42dd911c0ca7c0da225ff93d313e88baf62ad67487c63188bc1f,339704,D9HVKhScWrnCNGRwaBQ8JNS8xhP5TUsnvN,500000000000000,500000000000000,726493055556
1504,cad5f9bf513b313952a581aedaf6a0cc86380e4e25c5b46a4b1d0e2ca92e1e48,339704,D9HVKhScWrnCNGRwaBQ8JNS8xhP5TUsnvN,165292236350000,165292236350000,240167323691
1505,d8e8fb26a121df20ea14fc8f1d894ae42f77cfb21889d1f79d4ad0a9eabdeb80,339715,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,1328900000000,1328900000000,1930704054
1506,d6fa1230dbf8993b9ecc63f04cbcbd4a42065a19ee0c2ec3412e1f2025b5e1d4,339730,DMgtLaT61d6xhZDPdqpybjw3JGBzzrHJRG,300000000000,300000000000,435805556
1507,0f9fda029d37550717d9c1a304c8848c3091bf54589560da9a6855554dcf83fb,339741,DN1Af4c3mYJkLf62tB6iUiV32nC5P4opYd,100000000000,100000000000,145255787
1508,e28a699281d3956503a3379a422212b66f928391fc0c3bb3da9d0f708ceda8ac,339741,DMgtLaT61d6xhZDPdqpybjw3JGBzzrHJRG,2699700000000,2699700000000,3921470483
1509,62db08b781a684e1c887646fe7a12463a72d9ba2cd93ab5726c8c81949c380f7,339784,DQ3EtPf6kQjfZgtwaKoobuYRYVrNfu2eUZ,950000000000,950000000000,1379457176
1510,c23724d3aa9366930e4b72080cd9a5845f66c13a7c81d78b6b0ab588d02cb682,339786,DB327f6afoiBNeveNLSzPL44u6eSNsEa5U,1522200000000,1522200000000,2210290778
1511,ae700f69ec44f88bc6432e5d768c02641beddeb96a318b41cb851c4490e44f9c,339790,DF61WUpeG4fRqeMzoDQXfp8hrm7Uh24mFw,999500000000,999500000000,1451264745
1512,ef245635b7ef8630873d4023ed920568a027f848214eae8c3041c1c6ddd04994,339807,DTWJaNbeg2m1M2ijoNFaMFintywiZPFXR9,38307000000000,38307000000000,55613872049
1513,a7218210eaabdb62cb2abadfa6dc3e78c481fa7f16adc0094a7b2bc73e863bea,339835,DPSoTUJSxKqothdoc8CR9iZ9ip9PvJks1Z,172101100000000,172101100000000,249799567682
1514,aad46a6e3562cdf05e7cf06636d132057d0bde295132459096006c73a300e287,339846,DHQHq3KKqP5Wed3RYNXrjyY6ptWAgFHK7Z,4699800000000,4699800000000,6821019917
1515,9e6b495340add766b52be87afcfee29fa522db05a7c87408bdcb47d138b326f3,339863,DJSbcC6jBRgoVUkkW8yXxwvxxPMq7RnLve,2400000000,2400000000,003482750
1516,cfc7bb2a8423ce29e2c20deca4ea6464303d97b13249624f977ae7be3d0dd90f,339869,DFFJ5Eh2QQbDgnuUxRcrKszmyvs6r4RD7U,800000000000,800000000000,1160861111
1517,d22690a34cbd47c201dab9532e89f527677e3bae82b14918b356aa1932913a27,339892,DF5kruN68cpqJCD31vbwo81K5vntUJ7aYs,20009400000000,20009400000000,29029841319
1518,c0d5f04ebb88c949d97b1b6ac12d4356b28c8f3f0f6dbc59dca6a2bc8b5d3e99,339892,DHQHq3KKqP5Wed3RYNXrjyY6ptWAgFHK7Z,5104500000000,5104500000000,7405660590
1519,8756359871cb61b6fcf28874d5b7721c1bcf2da119047375f1961f2baa38241a,339897,DBzwYg5F7qu73zjfP44PTq7GQVzePRCe9e,7429820000000,7429820000000,10778828564
1520,7c32cdf12079d988c2feac7fb0f4af5c4e6824c5a64a3d3fbdef57523fbb7f5e,339899,DPMR46fLVtEp6DfM1QMgn6yM95BXYPu9u2,22898815342340,22898815342340,33219979299
1521,0e3807e84062d6f85d75fe543474dd20f9e11dfe4e3da5a81129ac066c4d05b9,339907,DFyP2AkmQy5fXMFZHU63AzpkzgZYAC16Q6,20000000000,20000000000,029012731
1522,a8206e768467aeb3448a250b8c64b99ec6d7c9a668611fd10f00d9c1f52bcfd6,339908,DDSNdN4Lv7nbP1M4CHA6iSx6QJPa8yWZQw,800000000000,800000000000,1160500000
1523,638697b08651aa0ad59cd3a5b2341c1cf81eae1c57f8ce6fffd21b4115f6e6dc,339908,DFyP2AkmQy5fXMFZHU63AzpkzgZYAC16Q6,9400000000,9400000000,013635875
1524,19baf22e4a5abd413046bc66d23dcf95f872e9b37d4637d553c65103f4bdfc28,339918,DDQFg361p1DTz6LEVZm9t5LohGN1HSRRMh,16600000000000,16600000000000,24078453704
1525,ba7971bcacde36371ef08dd95a592b7346ea3b5f9319c0c2fb50146baeaf3a50,339955,DGh1UPn3SYWSCbNCLH8MV5AAjNfoLJxyvk,999800000000,999800000000,1449791002
1526,dfa34e0849e6bebd115e5681d98828dbe122a084d2986a90bf34ffee1d01c30e,339961,DLwXxc1djhUarvsg7xtNxceAhzApYgRFkk,400000000000000,400000000000000,580004629630
1527,bd2982039489159353dd1272b3ed7bfe7433608ef003b9669d0e3a0d9827871c,339965,DGh1UPn3SYWSCbNCLH8MV5AAjNfoLJxyvk,399999900000000,399999900000000,579985966115
1528,b0ed743816fcbeefcfa8ba325bed420c28a6162dc18df5ebbd5a50f60486b022,339978,DF34mVueGRv7cgvEes2ea9S21hB4RvgW8M,1199800000000,1199800000000,1739487815
1529,65eb77e0c3e373ce72042ef2cf0eb41b7e2931914f1031829bd68949e15fed5f,339990,D7rrykFj73uec1WHZ5tMJkVgPAGXssQXwj,6790000000000,6790000000000,9843299537
1530,362076a8208f272c9aafc253385e76a7d314bf86c5e2b21d333f5da40e8dcd26,340029,D7JkTCzHzq1rUupL8RaG1rP5Y5EpTytzPg,199800000000,199800000000,289555062
1531,d5d28fe149a31a736a4b2c3ab615a3332273f09c6b9db4ae3b0cb01edeb78638,340058,DN1Af4c3mYJkLf62tB6iUiV32nC5P4opYd,100000000000,100000000000,144888889
1532,a851eda551a42df38506c7e9638b803da2460ae59f4d85d89823cca1dadd46cb,340080,DRwnpy4VLkiS5C2My5kaTFQhBRUHQNyHGX,74850000000000,74850000000000,108430274306
1533,c3f5176bb03fc799a763bbf11185bd6ed98b458836620d31c0c3b0fbc842f1ab,340117,D9MaTFcHzdw7joK4xWeCH86WZMb88QPZ8T,154000000000,154000000000,223023727
1534,9bd5214c7bd34cd2796b2125cf31455218ab6bacc929cfab30b0cbd452c2bb24,340121,DF8MDB66B4SxawVZ4TzfAT3gwjXttUu8w9,99800000000,99800000000,144526340
1535,010487289fab0e630e7f47c76c05739aaad0cccbc7288a1267c4dae1d3ef1985,340135,D6jhcgzvhM9C8u5CQwDJoDVi4wLt3QcvSL,713697912000,713697912000,1033432924
1536,af7f90600b2fc1151b15937a3d5b0a170dcb7d1699976677d94a2e5c98dc7186,340135,DSCowfsx8L8Ye4pd6SiGfxVChMmKN5sARd,139500000000,139500000000,201995677
1537,cdd11b0bc107659c095cbac437eeb67b85561301bf60426d01c9b4d72e86174d,340135,DG3mKxzukgvodS9cj8fZgBHJinXHPgNj5k,70010236000,70010236000,101374660
1538,fcb595740aa55b8f8d22367b0a03d24d8d2d65c2485ae5d27d6541cb215a3164,340139,DF8MDB66B4SxawVZ4TzfAT3gwjXttUu8w9,4899900000000,4899900000000,7094817010
1539,fab9ef0b866f8e37168b7ea0d9ba4b64c73f126620ef6a343f8568fb445126a6,340164,DMerh9B7J8MvZ8jcGehu3TYxYqZbPfNmee,1455534187000,1455534187000,2107121586
1540,d9c71c93c6bd96bfbbb31578b1fd81414795307cb5db7b4bc950664993a2f2d8,340164,DTSsk8pMUHuLG4PSAdW9NQ8hu43yrJiskN,700064837200,700064837200,1013457288
1541,03e9a51a374b0a8c0b37590eb277f9f015db7e1dc4c6072badce49df07bddabe,340170,DJZ3j8TS5YKvNr3jmGasDkUbgBgJUef6LZ,4000000000,4000000000,005790370
1542,988302a3ebb8401e51dc9e466d2381f581504c8eb1481a6fa3564a5b998391dc,340177,DLaDsnqw8mLfo2cJfpVCQqdcJNDSsWrWRU,499999000000000,499999000000000,723754339525
1543,c79e0530a8738e08e877b71432c62b7b5422d2c2333b0798049279138aba7e34,340178,DQX2QHTU32Du2tGH1TS6ShimNu8ERJdUWU,719999999990,719999999990,1042200000
1544,da105eedce28c2ddb6ac222e2aeef93dc4f0a14f6cb8f075022c07983e0393ab,340179,DGoL6DHa3wK27Z2nRtkLUKegytEpwtVar7,460097500000000,460097500000000,665985806047
1545,5bc1fa8a6e7a2e6ab7b070b1a0c42ddcd61430618f04ea57a425bea7ea53ded4,340179,DUEtsbRSTgCFcK9JgeV262mv13Ffp4FRrR,55000000000,55000000000,079611863
1546,04bc4ec869ee24b0a2523904a3338681f0c2053faf3e57b41c7da5de222915ad,340192,DQgHXkXrVwSATa1EXgvn2vH6SHecdthu3V,37500000000000,37500000000000,54275173611
1547,1349b436a2d322c63c5f11b2086a3a874ec9fa9bd49404fc3519d355cbfc8c8e,340196,DMkwKrhGex5r2b7SsR3fumxMHmkMNMCkgo,24999300000000,24999300000000,36181278562
1548,ce0326309a4154fa819d0f376c7bfc2f2d33fa1f82c227e50ca5a2d8cb168b06,340213,D6GBPqgMRz423omx1cq22MmTCHMq4ua9g8,223285000000,223285000000,323114586
1549,d2ccf31868b0f3dc42d41ddcfb71e159f3933a1c3a6e5437d6f963942d044cd4,340213,DKpTJV9tQ6ATAASbHbm9b5xxm1pSRcwNHK,58500000000,58500000000,084655052
1550,4ac8b2511e83b06bd4ccf32553b65e09d03c9333e4adbf97685e4e9e745eb3f1,340227,DQFXqCmBK8a24KCr2u6bQUwVgi7E5cV7vD,696900006900,696900006900,1008367527
1551,f8eac7ab4d10cf5aad9e01c44797de52eadb88caf3b0a3b08a1af7b93367b6a7,340232,DBZ9Yrgd8DDcso6Xamknkc2tbnZ6t3Q5tv,500000000000000,500000000000000,723437500000
1552,12c2f1f4c3a0bc54015d9406bc498989e3e699a9b48026b4ea5afdd2091619f6,340232,DFoTBkDMv9iH2zoNA4XxNsRnFCJ5xjCFBe,692000000000,692000000000,1001237500
1553,0f2463857655316f5b804451d2044de3ed00f6db54f308c993a1e88bd29f49a8,340246,DR5iv6RDtNkSsyzNsPgBuyVJV2xKMPBNcA,490000000000000,490000000000000,708889351852
1554,f72c70d05a52190859b2f1c8900cec2bd17c58c1cb5ae8db6c0594a30cd97b0f,340249,DHNSrQos5UrF5NxdQfMQScpoXQvQ4Evc3a,1000000000000,1000000000000,1446678241
1555,670098d28f6f830fd9a20836a506245024cf777ce7b033f1cfafbd0617db865b,340250,DHrHkYNYqvcNxtHLvM9THQ6A44wfRc59DB,999900000000,999900000000,1446522000
1556,15ebe58313d09c66680f9881bd8f2752d74a707b220daf86c363b68ec3059172,340251,DKHhwMqyqU3MhcbWurbx5egrZNDbD3BW4T,489999800000000,489999800000000,708860706039
1557,3ece75fab28078b1a595e35516511c97be60842caaa68140ca1ba8c66ae03f36,340252,DH6oTKNGUnNzQtDskG2XM2zvnjeGXoapaJ,479999800000000,479999800000000,694388599560
1558,2889cc317f28c3d8569f65b0984377ae92387c34e6e2b7044abd5ea83b5c385f,340262,DJkY3z9J7kAjBJqtWnJ1Es7SeVqiW5P7jn,500000000000000,500000000000000,723263888889
1559,1ba986f7e3d65ccaa493df7c0a29ae29e7fe94dd24296df9cbe20e861c704299,340282,DMkwKrhGex5r2b7SsR3fumxMHmkMNMCkgo,84235474088867,84235474088867,121829454191
1560,3a7479cdf301563545f4aca6cb4722339b8560ca397cd95da68dd22b9c89c69f,340282,DDMJeGbYve7L8dCCQ22xDfh3WZL1CrVu7v,40003600000000,40003600000000,57857058519
1561,0202ec284d9a52a4b893663b05a76faf14004f1fe77017baabb219e3cd4961ed,340292,DMkwKrhGex5r2b7SsR3fumxMHmkMNMCkgo,374558718190000,374558718190000,541679535160
1562,06080c23ce2a728699b8cf0ebd8819cebdf68735df2820f88deaefafaa8bd632,340374,DHHUCPyc94kpr9YJihH5qybRSbq5i87BkS,200000000,200000000,000289046
1563,2aa9476d7cc06e8bc13c62c6c8e341858ed17a4768b969f91ea4a4a6be87a3dd,340385,D7D76C4c9v5kQc1kms17dfVSY9eFpSvhvM,300000000000,300000000000,433531250
1564,216ffdd066e6ce786abfb56e477fd44881c621ce5dd31765ec7f94baa4685910,340385,DHHUCPyc94kpr9YJihH5qybRSbq5i87BkS,200000000,200000000,000289021
1565,c1b6bb98252cc4eb15322508e5abefb8e2031eee09543f1adeeb51dc050d4a6b,340391,DDbmrJSTLnQCybiy88i7Uwg5mrpzpc6Fmm,1499700000000,1499700000000,2167118573
1566,78fe6629be1028ec33a58833c4cb6fe3b7c884370142d012c95f03c011e893fe,340394,DHHUCPyc94kpr9YJihH5qybRSbq5i87BkS,200000000,200000000,000289000
1567,11d78618d4c13ca022eaaf2fc4acf935f59a1649f24b788407aa1aa4da7e7b30,340396,DHHUCPyc94kpr9YJihH5qybRSbq5i87BkS,200000000,200000000,000288995
1568,b3e9687d37ce8645088934a34087fcbf088d7ef2cfc4be5f83a9bd53fb6754a9,340411,DBZuFYesYW93nWZSmnZEZfKFG4fwprf4kg,90000000000,90000000000,130032292
1569,53a9b6d2ca2f6ec4fe10b005248179ec52c267d72bb2d0c5287c063202b97a3e,340417,DBZuFYesYW93nWZSmnZEZfKFG4fwprf4kg,9700000000,9700000000,014013918
1570,2d3a6a66a90d8afc9a66eafa34873bd91ce9ffafa170036082f565b3d58cb4fc,340429,DBZuFYesYW93nWZSmnZEZfKFG4fwprf4kg,642900000000,642900000000,928730066
1571,58195c2bf2d2d720ea66bb14f6e8e6dfe830dea1c9f9aaa6df742665fac0c65e,340437,DRjA5zrRyr4wxW6P6L2T9VDJw2aAosBm4C,400000000000,400000000000,577800926
